"mergeid","hhid3","yrbirth","gender","country","evac","pow","camp","state.15","state.16","state.17","state.18","state.19","state.20","state.21","state.22","state.23","state.24","state.25","state.26","state.27","state.28","state.29","state.30","state.31","state.32","state.33","state.34","state.35","state.36","state.37","state.38","state.39","state.40","state.41","state.42","state.43","state.44","state.45","state.46","state.47","state.48","state.49","state.50","state.51","state.52","state.53","state.54","state.55","state.56","state.57","state.58","state.59","state.60","WW_age","marage"
"Bf-302916-01","Bf-302916-A",1934,"Female","Belgium",1,0,0,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,18
"Bf-306346-01","Bf-306346-A",1920,"Male","Belgium",0,1,0,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,24,26
"Bf-316686-01","Bf-316686-A",1918,"Male","Belgium",1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,26,34
"Bf-355473-01","Bf-355473-A",1942,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,24
"Bf-356169-01","Bf-356169-A",1931,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,13,22
"Bf-356439-01","Bf-356439-A",1936,"Female","Belgium",1,0,0,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,19
"Bf-358376-01","Bf-358376-A",1942,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,28
"Bf-372543-01","Bf-372543-A",1940,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,11,11,11,11,11,21,31,31,31,31,31,31,4,31
"Bf-374476-01","Bf-374476-A",1940,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,22
"Bf-376325-01","Bf-376325-A",1932,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,12,26
"Bf-376325-02","Bf-376325-A",1933,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,25
"Bf-395746-01","Bf-395746-A",1923,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,21,22
"Bf-399037-01","Bf-399037-A",1927,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,17,25
"Bf-399930-02","Bf-399930-A",1927,"Female","Belgium",1,0,0,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,19
"Bf-410311-02","Bf-410311-A",1936,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,23
"Bf-412574-01","Bf-412574-A",1922,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,22,23
"Bf-417200-02","Bf-417200-A",1930,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,14,24
"Bf-418880-01","Bf-418880-A",1930,"Male","Belgium",1,0,0,10,10,10,10,10,30,30,30,30,10,10,10,10,10,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,14,20
"Bf-446475-01","Bf-446475-A",1921,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,23,NA
"Bf-448087-01","Bf-448087-A",1921,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,23,25
"Bf-458395-01","Bf-458395-A",1935,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,11,11,21,21,21,21,21,21,21,21,21,21,21,21,9,25
"Bf-459994-01","Bf-459994-A",1937,"Female","Belgium",1,0,0,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,20
"Bf-470164-01","Bf-470164-A",1930,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,14,44
"Bf-500773-02","Bf-500773-A",1933,"Female","Belgium",1,0,0,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,21
"Bf-508509-01","Bf-508509-A",1927,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,NA
"Bf-508784-01","Bf-508784-A",1924,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,NA
"Bf-515344-01","Bf-515344-A",1937,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,11,11,11,11,31,31,31,31,31,31,31,31,31,31,31,7,25
"Bf-523745-01","Bf-523745-A",1937,"Male","Belgium",1,0,0,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,7,20
"Bf-525714-01","Bf-525714-A",1934,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,25
"Bf-534353-01","Bf-534353-A",1924,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,20,23
"Bf-536977-01","Bf-536977-A",1925,"Female","Belgium",1,0,0,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,19,18
"Bf-547178-01","Bf-547178-A",1921,"Male","Belgium",0,1,1,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,23,27
"Bf-549078-01","Bf-549078-A",1940,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,20,30,30,30,30,30,30,30,30,30,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,29
"Bf-551884-01","Bf-551884-A",1938,"Female","Belgium",1,0,0,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,18
"Bf-551884-02","Bf-551884-A",1933,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,23
"Bf-552799-01","Bf-552799-A",1939,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,30
"Bf-562980-01","Bf-562980-A",1934,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,30,31,31,11,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,23
"Bf-580648-01","Bf-580648-A",1934,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,25
"Bf-580648-02","Bf-580648-A",1934,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,25
"Bf-584572-01","Bf-584572-A",1934,"Female","Belgium",1,0,0,10,10,10,10,20,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,10,20
"Bf-586519-01","Bf-586519-A",1926,"Female","Belgium",1,0,0,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,18,20
"Bf-588064-01","Bf-588064-A",1933,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,25
"Bf-588529-01","Bf-588529-A",1930,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,14,25
"Bf-594587-01","Bf-594587-A",1926,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,18,22
"Bf-599045-01","Bf-599045-A",1923,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,21,26
"Bf-617906-01","Bf-617906-A",1911,"Male","Belgium",0,1,0,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,33,23
"Bf-618468-01","Bf-618468-A",1943,"Female","Belgium",1,0,0,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,21
"Bf-631673-01","Bf-631673-A",1937,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,10,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,7,28
"Bf-644195-01","Bf-644195-A",1929,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,15,23
"Bf-644402-01","Bf-644402-A",1922,"Female","Belgium",1,0,0,10,10,11,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,22,19
"Bf-648340-01","Bf-648340-A",1936,"Female","Belgium",1,0,0,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,20
"Bf-648340-02","Bf-648340-A",1927,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,29
"Bf-656487-01","Bf-656487-A",1932,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,12,31
"Bf-660814-01","Bf-660814-A",1931,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,13,24
"Bf-673786-02","Bf-673786-A",1932,"Female","Belgium",1,0,0,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,12,19
"Bf-679585-01","Bf-679585-A",1939,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,26
"Bf-679585-02","Bf-679585-A",1935,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,30
"Bf-681307-01","Bf-681307-A",1937,"Female","Belgium",1,0,0,10,10,10,20,20,20,20,20,20,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,30
"Bf-689147-02","Bf-689147-A",1919,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,25,29
"Bf-693054-01","Bf-693054-A",1939,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,25
"Bf-708157-01","Bf-708157-A",1926,"Female","Belgium",1,0,0,10,10,10,10,10,10,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,18,21
"Bf-723622-01","Bf-723622-A",1924,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,20,27
"Bf-725328-02","Bf-725328-A",1935,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,25
"Bf-729212-01","Bf-729212-A",1938,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,24
"Bf-729414-01","Bf-729414-A",1931,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,13,26
"Bf-729414-02","Bf-729414-A",1934,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,23
"Bf-739215-01","Bf-739215-A",1934,"Female","Belgium",1,0,0,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,10,21
"Bf-744525-01","Bf-744525-A",1934,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,23
"Bf-744627-01","Bf-744627-A",1931,"Female","Belgium",1,0,0,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,13,21
"Bf-744649-01","Bf-744649-A",1915,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,29,23
"Bf-745386-01","Bf-745386-A",1926,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,18,26
"Bf-756456-01","Bf-756456-A",1931,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,13,22
"Bf-758826-01","Bf-758826-A",1938,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,24
"Bf-762386-01","Bf-762386-A",1938,"Female","Belgium",1,0,0,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,11,11,11,11,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,19
"Bf-778628-01","Bf-778628-A",1936,"Male","Belgium",1,0,0,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,21
"Bf-791907-01","Bf-791907-A",1936,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,22
"Bf-815369-01","Bf-815369-A",1920,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,24,28
"Bf-818728-01","Bf-818728-A",1938,"Male","Belgium",1,0,0,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,21
"Bf-829022-01","Bf-829022-A",1913,"Male","Belgium",0,1,0,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,23
"Bf-843994-02","Bf-843994-A",1929,"Female","Belgium",1,0,0,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,15,21
"Bf-853370-01","Bf-853370-A",1922,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,22,25
"Bf-860398-01","Bf-860398-A",1934,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,22
"Bf-876842-01","Bf-876842-A",1925,"Female","Belgium",1,0,0,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,19,21
"Bf-880274-03","Bf-880274-B",1942,"Male","Belgium",1,0,0,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,21,21,21,21,21,21,2,20
"Bf-880420-02","Bf-880420-A",1940,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,23
"Bf-883303-01","Bf-883303-A",1922,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,22,28
"Bf-894899-02","Bf-894899-A",1936,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,28
"Bf-908496-01","Bf-908496-A",1933,"Male","Belgium",1,0,0,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,20
"Bf-910417-01","Bf-910417-A",1919,"Male","Belgium",0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,25,30
"Bf-923544-01","Bf-923544-A",1929,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,15,24
"Bf-929008-01","Bf-929008-A",1932,"Female","Belgium",1,0,0,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,12,21
"Bf-930284-02","Bf-930284-A",1935,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,23
"Bf-955300-01","Bf-955300-A",1931,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,13,23
"Bf-959264-01","Bf-959264-A",1934,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,NA
"Bf-980626-01","Bf-980626-A",1924,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,20,38
"Bf-980626-02","Bf-980626-A",1930,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,14,32
"Bf-993022-01","Bf-993022-A",1933,"Female","Belgium",1,0,0,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,18
"Bf-998701-01","Bf-998701-A",1933,"Female","Belgium",1,0,0,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,21
"Bn-055345-01","Bn-055345-A",1925,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,19,22
"Bn-082016-01","Bn-082016-A",1944,"Male","Belgium",1,0,0,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,0,21
"Bn-144653-01","Bn-144653-A",1928,"Female","Belgium",1,0,0,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,16,18
"Bn-171240-01","Bn-171240-A",1926,"Female","Belgium",1,0,0,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,18,21
"Bn-177415-01","Bn-177415-A",1928,"Male","Belgium",0,0,1,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,16,22
